epoch,accuracy,auc,learning_rate,loss,pr_auc,val_accuracy,val_auc,val_loss,val_pr_auc
0,0.7447554469108582,0.8421992659568787,0.0005000000237487257,0.5013692378997803,0.8456769585609436,0.7975001335144043,0.8960593342781067,0.42024219036102295,0.8978182673454285
1,0.8352495431900024,0.9248206615447998,0.0005000000237487257,0.3617143929004669,0.9246746301651001,0.7965558171272278,0.8951703310012817,0.42601653933525085,0.8972774147987366
